Accession	Name	Description	ID
ARO:3002595	AAC(6')-IIb	AAC(6')-IIb is an integron-encoded aminoglycoside acetyltransferase in P. fluorescens	38995
ARO:3002596	AAC(6')-IIc	AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae	38996
ARO:3002597	AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus, E. faecalis, E. faecium and Staphylococcus warneri	38997
ARO:3002598	ANT(3'')-Ii-AAC(6')-IId fusion protein	ANT(3'')-Ii-AAC(6')-Iid is an integron-encoded aminoglycoside acetyltransferase in S. marcescens.	38998
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	AAC(6')-30/AAC(6')-Ib' is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	38999
ARO:3002600	AAC(3)-Ib/AAC(6')-Ib''	AAC(3)-Ib/AAC(6')-Ib'' is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	39000
ARO:3002601	aadA	ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids, transposons, integrons in Enterobacteriaceae, A. baumannii, P. aeruginosa and Vibrio cholerae	39001
ARO:3002602	aadA2	aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae, Salmonella spp., Corynebacterium glutamicum, C. freundii and Aeromonas spp.	39002
ARO:3002603	aadA3	aadA3 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids, transposons and integrons in E. coli	39003
ARO:3002604	aadA4	aadA4 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and chromosomes in Bordetella parapertussis and E. coli	39004
ARO:3002605	aadA5	aadA5 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids, transposons and integrons in E. coli, K. pneumoniae, Kluyvera georgiana, P. aeruginosa and E. cloacae	39005
ARO:3002606	aadA6	aadA6 is an integron-encoded aminoglycoside nucleotidyltransferase gene in P. aeruginosa	39006
ARO:3002607	aadA7	aadA7 is an integron-encoded aminoglycoside nucleotidyltransferase gene in V. fluvialis, P. aeruginosa, E. coli, V. cholerae and S. enterica	39007
ARO:3002608	aadA8	aadA8 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in V. cholerae, K. pneumoniae and Bacillus endophyticus	39008
ARO:3002609	aadA9	aadA9 is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in C. glutamicum	39009
ARO:3002611	aadA11	aadA11 is an integron-encoded aminoglycoside nucleotidyltransferase gene in E. coli and P. aeruginosa	39011
ARO:3002612	aadA12	aadA12 is an integron-encoded aminoglycoside nucleotidyltransferase gene in E. coli, Yersinia enterocolitica and S. enterica	39012
ARO:3002613	aadA13	aadA13 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in Pseudomonas rettgeri, P. aeruginosa, Y. enterocolitica and E. coli	39013
ARO:3002614	aadA14	aadA14 is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in Pasteurella multocida	39014
ARO:3002615	aadA15	aadA15 is an integron-encoded aminoglycoside nucleotidyltransferase gene in P. aeruginosa	39015
ARO:3002616	aadA16	aadA16 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in E. coli, V. cholerae and K. pneumoniae	39016
ARO:3002617	aadA17	aadA17 is an integron-encoded aminoglycoside nucleotidyltransferase gene in Aeromonas media	39017
ARO:3002618	aadA21	aadA21 is an integron-encoded aminoglycoside nucleotidyltransferase gene in Salmonella spp.	39018
ARO:3002619	aadA22	aadA22 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in S. enterica and E. coli	39019
ARO:3002620	aadA23	aadA23 is an integron-encoded aminoglycoside nucleotidyltransferase gene in S. enterica	39020
ARO:3002621	aadA24	aadA24 is an integron-encoded aminoglycoside nucleotidyltransferase gene in Salmonella spp.	39021
ARO:3002622	aadA6/aadA10	aadA6/aadA10 is an integron-encoded aminoglycoside nucleotidyltransferase gene cassette in P. aeruginosa	39022
ARO:3002623	ANT(4')-Ia	ANT(4')-Ia is a plasmid-encoded aminoglycoside nucleotidyltransferase in S. epidermidis, S. aureus, Enterococcus spp. and Bacillus spp.	39023
ARO:3002624	ANT(4')-IIa	ANT(4')-IIa is a plasmid-encoded aminoglycoside nucleotidyltransferase in P. aeruginosa and Enterobacteriaceae	39024
ARO:3002625	ANT(4')-IIb	ANT(4')-IIb is a transposon-encoded aminoglycoside nucleotidyltransferase in P. aeruginosa	39025
ARO:3002626	ANT(6)-Ia	ANT(6)-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and chromosomes in Staphylococcus epidermidis, E. faecium, Streptococcus suis, S. aureus, E. faecalis and Streptococcus mitis	39026
ARO:3002627	aadK	aadK is a chromosomal-encoded aminoglycoside nucleotidyltransferase gene in B. subtilis and Bacillus spp.	39027
ARO:3002628	aad(6)	ANT(6)-Ia/aad(6) is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in E. faecalis and Streptococcus oralis	39028
ARO:3002629	ANT(6)-Ib	ANT(6)-Ib is an aminoglycoside nucleotidyltransferase gene encoded by transferable pathogenicity islands in C. fetus subsp. fetus and B. subtilis	39029
ARO:3002630	ANT(9)-Ia	ANT(9)-Ia is an aminoglycoside nucleotidyltransferase encoded by plasmids and transposons in S. aureus, Enterococcus spp., Staphylococcus sciuri and E. faecalis	39030
ARO:3002631	spd	spd is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in S. aureus	39031
ARO:3002634	APH(2'')-Ie	APH(2'')-Ie is a plasmid or transposon-encoded aminoglycoside phosphotransferase in E. faecium and E. casseliflavus	39034
ARO:3002635	APH(2'')-IIa	APH(2'')-IIa is a chromosomal-encoded aminoglycoside phosphotransferase in E. faecium and E. coli	39035
ARO:3002636	APH(2'')-IIIa	APH(2'')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in Enterococcus gallinarum	39036
ARO:3002637	APH(2'')-IVa	APH(2'')-IVa is a chromosomal-encoded aminoglycoside phosphotransferase in E. casseliflavus	39037
ARO:3002638	APH(3'')-Ia	APH(3'')-Ia is a chromosomal-encoded aminoglycoside phosphotransferase in S. griseus	39038
ARO:3002639	APH(3'')-Ib	APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids, transposons, integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.	39039
ARO:3002640	APH(3'')-Ic	APH(3'')-Ic is a chromosomal-encoded aminoglycoside phosphotransferase in Mycolicibacterium fortuitum	39040
ARO:3002641	APH(3')-Ia	APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic, an aminoglycoside phosphotransferase encoded by plasmids, transposons and genomic islands in K. pneumoniae, A. baumannii, S. marcescens, Corynebacterium spp., Photobacterium spp. and Citrobacter spp.	39041
ARO:3002642	APH(3')-Ib	APH(3')-Ib is a plasmid-encoded aminoglycoside phosphotransferase in E. coli	39042
ARO:3002644	APH(3')-IIa	APH(3')-IIa is a transposon-encoded aminoglycoside phosphotransferase in E. coli	39044
ARO:3002645	APH(3')-IIb	APH(3')-IIb is a chromosomal-encoded aminoglycoside phosphotransferase in P. aeruginosa	39045
ARO:3002646	APH(3')-IIc	APH(3')-IIc is a chromosomal-encoded aminoglycoside phosphotransferase in S. maltophilia	39046
ARO:3002647	APH(3')-IIIa	APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.	39047
ARO:3002648	APH(3')-IVa	APH(3')-IVa is a chromosomal-encoded aminoglycoside phosphotransferase in B. circulans	39048
ARO:3002649	APH(3')-Va	APH(3')-Va is a chromosomal-encoded aminoglycoside phosphotransferase in Streptomyces fradiae	39049
ARO:3002650	APH(3')-Vb	APH(3')-Vb is a chromosomal-encoded aminoglycoside phosphotransferase in Streptomyces ribosidificus	39050
ARO:3002651	APH(3')-Vc	APH(3')-Vc is a chromosomal-encoded aminoglycoside phosphotransferase in M. chalcea	39051
ARO:3002652	APH(3')-VIa	APH(3')-VIa is a plasmid-encoded aminoglycoside phosphotransferase in A. baumannii	39052
ARO:3002653	APH(3')-VIb	APH(3')-VIb is a plasmid-encoded aminoglycoside phosphotransferase in K. pneumoniae and S. marcescens	39053
ARO:3002654	APH(3')-VIIa	APH(3')-VIIa is a plasmid-encoded aminoglycoside phosphotransferase in C. jejuni	39054
ARO:3002655	APH(4)-Ia	APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli	39055
ARO:3002656	APH(4)-Ib	APH(4)-Ib is a chromosomal-encoded aminoglycoside phosphotransferase in Pseudomonas pseudomallei	39056
ARO:3002657	APH(6)-Ia	APH(6)-Ia is a chromosomal-encoded aminoglycoside phosphotransferase in S. griseus	39057
ARO:3002658	APH(6)-Ib	APH(6)-Ib is a chromosomal-encoded aminoglycoside phosphotransferase in S. glaucescens	39058
ARO:3002659	APH(6)-Ic	APH(6)-Ic is a transposon-encoded aminoglycoside phosphotransferase in S. enterica, P. aeruginosa and E. coli	39059
ARO:3002660	APH(6)-Id	APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids, integrative conjugative elements and chromosomal genomic islands in K. pneumoniae, Salmonella spp., E. coli, Shigella flexneri, Providencia alcalifaciens, Pseudomonas spp., V. cholerae, Edwardsiella tarda, Pasteurella multocida and Aeromonas bestiarum	39060
ARO:3002661	APH(7'')-Ia	APH(7'')-Ia is a chromosomal-encoded aminoglycoside phosphotransferase in S. hygroscopicus	39061
ARO:3002662	APH(9)-Ia	APH(9)-Ia is a chromosomal-encoded aminoglycoside phosphotransferase in L. pneumophila	39062
ARO:3002663	APH(9)-Ib	APH(9)-Ib is a chromosomal-encoded aminoglycoside phosphotransferase in S. flavopersicus	39063
ARO:3002665	npmA	NpmA is a plasmid-mediated aminoglycoside-resistance 16S rRNA methyltransferase by interfering with aminoglycoside binding with the A site of 16S rRNA through N-1 methylation at position A1408.	39065
ARO:3002666	rmtF	RmtF is a 16S rRNA methyltransferase found in Pseudomonas aeruginosa which methylates G1405 of the 16S rRNA. It confers high level resistance to many aminoglycosides.	39066
ARO:3002667	rmtD	RmtD is a 16S rRNA methyltransferase found in Pseudomonas aeruginosa which methylates G1405 of the 16S rRNA. It confers high level resistance to many aminoglycosides.	39067
ARO:3002668	rmtG	RmtG is a 16S rRNA methyltransferase found in Pseudomonas aeruginosa which methylates G1405 of the 16S rRNA. It confers high level resistance to many aminoglycosides.	39068
ARO:3002669	APH(2'')-Ig	APH('')-Ig is a plasmid-encoded aminoglycoside phosphotransferase in Campylobacter coli	39069
ARO:3002670	cat	cat is used to describe many variants of the chloramphenicol acetyltransferase gene in a range of organisms including Acinetobacter calcoaceticus, Agrobacterium tumefaciens, Bacillus clausii, Bacillus subtilis, Campylobacter coli, Enterococcus faecalis, Enterococcus faecium, Lactococcus lactis, Listeria monocytogenes, Listonella anguillarum Morganella morganii, Photobacterium damselae subsp. piscicida, Proteus mirabilis, Salmonella typhi, Serratia marcescens, Shigella flexneri, Staphylococcus aureus, Staphylococcus haemolyticus, Staphylococcus intermedius, Streptococcus agalactiae, Streptococcus suis and Streptomyces acrimycini	39104
ARO:3002671	Lactobacillus reuteri cat-TC	cat-TC is a plasmid-encoded variant of the cat gene found in Lactobacillus reuteri	39105
ARO:3002672	Bacillus pumilus cat86	cat86 is a chromosome-encoded variant of the cat gene found in Bacillus pumilus	39106
ARO:3002674	Clostridium butyricum catB	catB is a chromosome-encoded variant of the cat gene found in Clostridium butyricum	39108
ARO:3002675	catB2	catB2 is a plasmid-encoded variant of the cat gene found in Escherichia coli, Salmonella enteritidis and Pasteurella multocida	39109
ARO:3002676	catB3	catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli	39110
ARO:3002678	Pseudomonas aeruginosa catB6	catB6 is a plasmid-encoded variant of the cat gene found in Pseudomonas aeruginosa	39112
ARO:3002679	Pseudomonas aeruginosa catB7	catB7 is a chromosome-encoded variant of the cat gene found in Pseudomonas aeruginosa	39113
ARO:3002680	catB8	catB8 is a plasmid or integron-encoded variant of the cat gene found in Klebsiella pneumoniae, Salmonella typhi and Pseudomonas aeruginosa	39114
ARO:3002681	catB9	catB9 is a chromosome-encoded variant of the cat gene found in Vibrio cholerae	39115
ARO:3002682	catD	catD is a chromosome and transposon-encoded variant of the cat gene found in Clostridioides difficile	39116
ARO:3002683	catI	catI is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii	39117
ARO:3002684	catII	catII is a plasmid-encoded variant of the cat gene found in Haemophilus influenzae, Agrobacterium tumefaciens and Escherichia coli	39118
ARO:3002685	catIII	catIII is a plasmid-encoded variant of the cat gene found in Shigella flexneri	39119
ARO:3002686	catP	catP is a transposon and chromosome-encoded variant of the cat gene found in Clostridium perfringens and Neisseria meningitidis	39120
ARO:3002687	catQ	catQ is a chromosome-encoded variant of the cat gene found in Clostridium perfringens	39121
ARO:3002688	catS	catS is a chromosome-encoded variant of the cat gene found in Streptococcus pyogenes	39122
ARO:3002689	plasmid-encoded cat (pp-cat)	pp-cat is a plasmid-encoded variant of the cat gene found in Photobacterium damselae subsp. piscicida	39123
ARO:3002690	Streptomyces lividans cmlR	cmlR is a plasmid or chromosome-encoded chloramphenicol resistance determinant (putative transmembrane protein) that is found in Escherichia coli and Streptomyces lividans	39124
ARO:3002691	Salmonella enterica cmlA	cmlA is a plasmid-encoded chloramphenicol exporter that is found in Salmonella typhimurium	39125
ARO:3002693	cmlA1	cmlA1 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa and Klebsiella pneumoniae	39127
ARO:3002694	cmlA4	cmlA4 is a plasmid-encoded chloramphenicol exporter that is found in Klebsiella pneumoniae	39128
ARO:3002695	cmlA5	cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli	39129
ARO:3002696	cmlA6	cmlA6 is a plasmid-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa	39130
ARO:3002698	cmlB	cmlB is a plasmid-encoded chloramphenicol exporter that is found in Klebsiella aerogenes	39132
ARO:3002699	cmlB1	cmlB1 is a plasmid-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica	39133
ARO:3002700	cmlv	cmlv is a chromosome-encoded chloramphenicol phoshotransferase that is found in Streptomyces venezuelae	39134
ARO:3002701	Rhodococcus fascians cmr	cmr is a plasmid-encoded chloramphenicol exporter that is found in Rhodococcus fascians and Corynebacterium glutamicum	39135
ARO:3002702	cmrA	cmrA is a transposon-encoded chloramphenicol exporter that is found in Rhodococcus rhodochrous	39136
ARO:3002703	cmx	cmx is a plasmid or transposon-encoded chloramphenicol exporter that is found in Corynebacterium striatum and Pseudomonas aeruginosa.	39137
ARO:3002704	fexA	fexA is a plasmid-encoded chloramphenicol exporter that is found in Staphylococcus lentus	39138
ARO:3002705	floR	floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica, Escherichia coli, Klebsiella pneumoniae, Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 and Vibrio cholerae	39139
ARO:3002706	ethambutol resistant embC	Mycobacterium tuberculosis embC mutations at codon 270 confer resistance to ethambutol.	39140
ARO:3002707	QnrA1	QnrA1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	39141
ARO:3002708	QnrA2	QnrA2 is a plasmid-mediated quinolone resistance protein found in Klebsiella oxytoca	39142
ARO:3002709	QnrA3	QnrA3 is a plasmid-mediated quinolone resistance protein found in Shewanella algae	39143
ARO:3002710	QnrA4	QnrA4 is a plasmid-mediated quinolone resistance protein found in Shewanella algae	39144
ARO:3002711	QnrA5	QnrA5 is a plasmid-mediated quinolone resistance protein found in Shewanella algae	39145
ARO:3002712	QnrA6	QnrA6 is a plasmid-mediated quinolone resistance protein found in Proteus mirabilis	39146
ARO:3002713	QnrA7	QnrA7 is a plasmid-mediated quinolone resistance protein found in Shewanella algae	39147
ARO:3002714	QnrB1	QnrB1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	39148
ARO:3002715	QnrB2	QnrB2 is a plasmid-mediated quinolone resistance protein found in Citrobacter koseri	39149
ARO:3002716	QnrB3	QnrB3 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39150
ARO:3002718	QnrB4	QnrB4 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39152
ARO:3002719	QnrB5	QnrB5 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica	39153
ARO:3002720	QnrB6	QnrB6 is a plasmid-mediated quinolone resistance protein found in Pantoea agglomerans	39154
ARO:3002721	QnrB7	QnrB7 is a plasmid-mediated quinolone resistance protein found in Enterobacter cloacae	39155
ARO:3002722	QnrB8	QnrB8 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39156
ARO:3002723	QnrB9	QnrB9 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39157
ARO:3002724	QnrB10	QnrB10 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39158
ARO:3002725	QnrB11	QnrB11 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39159
ARO:3002726	QnrB12	QnrB12  is a plasmid-mediated quinolone resistance protein found in Citrobacter werkmanii	39160
ARO:3002727	QnrB13	QnrB13 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39161
ARO:3002728	QnrB14	QnrB14 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39163
ARO:3002730	QnrB15	QnrB15 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39164
ARO:3002731	QnrB16	QnrB16 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39165
ARO:3002732	QnrB17	QnrB17 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39166
ARO:3002733	QnrB18	QnrB18 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39167
ARO:3002734	QnrB19	QnrB19 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39168
ARO:3002735	QnrB20	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39169
ARO:3002736	QnrB21	QnrB21 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39170
ARO:3002737	QnrB22	QnrB22 is a plasmid-mediated quinolone resistance protein found in Citrobacter werkmanii	39171
ARO:3002738	QnrB23	QnrB23 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39172
ARO:3002739	QnrB24	QnrB24 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39173
ARO:3002740	QnrB25	QnrB25 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39174
ARO:3002741	QnrB26	QnrB26 is a plasmid-mediated quinolone resistance protein found in Proteus vulgaris	39175
ARO:3002742	QnrB27	QnrB27 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39176
ARO:3002743	QnrB28	QnrB28 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39177
ARO:3002744	QnrB29	QnrB29 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39178
ARO:3002745	QnrB30	QnrB30 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39179
ARO:3002746	QnrB31	QnrB31 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	39180
ARO:3002747	QnrB32	QnrB32 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39181
ARO:3002748	QnrB33	QnrB33 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39182
ARO:3002749	QnrB34	QnrB34 is a plasmid-mediated quinolone resistance protein found in Citrobacter werkmanii	39183
ARO:3002750	QnrB35	QnrB35 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39184
ARO:3002751	QnrB36	QnrB36 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39185
ARO:3002752	QnrB37	QnrB37 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39186
ARO:3002753	QnrB38	QnrB38 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39187
ARO:3002754	QnrB39	QnrB39 is a chromosome-mediated quinolone resistance protein found in Citrobacter youngae	39188
ARO:3002755	QnrB40	QnrB40 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39189
ARO:3002756	QnrB41	QnrB41 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39190
ARO:3002757	QnrB42	QnrB42 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	39191
ARO:3002758	QnrB43	QnrB43 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39192
ARO:3002759	QnrB44	QnrB44 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39193
ARO:3002760	QnrB45	QnrB45 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39194
ARO:3002761	QnrB46	QnrB46 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39195
ARO:3002762	QnrB47	QnrB47 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39196
ARO:3002763	QnrB48	QnrB48 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39197
ARO:3002764	QnrB49	QnrB49 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39198
ARO:3002765	QnrB50	QnrB50 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39199
ARO:3002767	QnrB54	QnrB54 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39201
ARO:3002768	QnrB55	QnrB55 is a plasmid-mediated quinolone resistance protein found in Raoultella terrigena	39202
ARO:3002769	QnrB56	QnrB56 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39203
ARO:3002770	QnrB57	QnrB57 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39204
ARO:3002771	QnrB58	QnrB58 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39205
ARO:3002772	QnrB59	QnrB59 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39206
ARO:3002773	QnrB60	QnrB60 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39207
ARO:3002774	QnrB61	QnrB61 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39208
ARO:3002775	QnrB62	QnrB62 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39209
ARO:3002776	QnrB64	QnrB64 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39210
ARO:3002777	QnrB65	QnrB65 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39211
ARO:3002778	QnrB66	QnrB66 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39212
ARO:3002779	QnrB67	QnrB67 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39213
ARO:3002780	QnrB68	QnrB68 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39214
ARO:3002781	QnrB69	QnrB69 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39215
ARO:3002782	QnrB70	QnrB70 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39216
ARO:3002783	QnrB71	QnrB71 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii	39217
ARO:3002784	QnrB72	QnrB72 is a plasmid-mediated quinolone resistance protein found in Citrobacter sp. TR21_24	39218
ARO:3002785	QnrB73	QnrB73 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	39219
ARO:3002786	QnrB74	QnrB74 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39220
ARO:3002787	QnrC	QnrC is a plasmid-mediated quinolone resistance protein found in Proteus mirabilis	39221
ARO:3002788	QnrD1	QnrD1 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica	39222
ARO:3002789	QnrD2	QnrD2 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica	39223
ARO:3002790	QnrS1	QnrS1 is a plasmid-mediated quinolone resistance protein found in Shigella flexneri	39224
ARO:3002791	QnrS2	QnrS2 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica	39225
ARO:3002792	QnrS3	QnrS3 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39226
ARO:3002793	QnrS4	QnrS4 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica	39227
ARO:3002794	QnrS5	QnrS5 is a plasmid-mediated quinolone resistance protein found in Aeromonas sobria	39228
ARO:3002795	QnrS6	QnrS6 is a plasmid-mediated quinolone resistance protein found in Aeromonas hydrophila	39229
ARO:3002796	QnrS7	QnrS7 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	39230
ARO:3002797	QnrS8	QnrS8 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	39231
ARO:3002798	QnrS9	QnrS9 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	39232
ARO:3002799	QnrVC1	QnrVC1 is an integron-mediated quinolone resistance protein found in Vibrio cholerae	39233
ARO:3002800	QnrVC3	QnrVC3 is an integron-mediated quinolone resistance protein found in Vibrio cholerae	39234
ARO:3002801	QnrVC4	QnrVC4 is an integron-mediated quinolone resistance protein found in Aeromonas punctata	39235
ARO:3002802	QnrVC5	QnrVC5 is an integron-mediated quinolone resistance protein found in Vibrio fluvialis	39236
ARO:3002803	QnrVC6	QnrVC6 is an integron-mediated quinolone resistance protein found in Acinetobacter baumannii	39237
ARO:3002804	FosA2	An enzyme that confers resistance to fosfomycin in Enterobacter cloacae by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.	39238
ARO:3002811	antibiotic-resistant murA transferase	murA or UDP-N-acetylglucosamine enolpyruvyl transferase catalyses the initial step in peptidoglycan biosynthesis and is inhibited by fosfomycin. Overexpression of murA through mutations confers fosfomycin resistance.	39245
ARO:3002812	pp-flo	pp-flo is a plasmid chloramphenicol exporter that is found in Photobacterium damselae subsp. piscicida	39246
ARO:3002813	lmrB	lmrB is a chromosomally-encoded efflux pump that confers resistance to lincosamides in Bacillus subtilis	39247
ARO:3002814	clbA	clbA is a plasmid-encoded cfr gene found in Bacillus velezensis (Bacillus amyloliquefaciens subsp. plantarum).	39248
ARO:3002815	clbB	clbB is a plasmid-encoded cfr gene found in Bacillus brevis	39249
ARO:3002816	clbC	clbC is a plasmid-encoded cfr gene found in Bacillus clausii	39250
ARO:3002817	carA	carA is an ABC-F subfamily protein involved in macrolide resistance. It is found in Streptomyces thermotolerans	39251
ARO:3002818	msrB	MsrB is an ABC-F subfamily protein expressed to Staphylococcus species that confers resistance to erythromycin and streptogramin B antibiotics. It is associated with plasmid DNA.	39252
ARO:3002819	msrC	msrC is a chromosomal-encoded ABC-F subfamily protein expressed in Enterococcus faecium that confers resistance to erythromycin and other macrolide and streptogramin B antibiotics.	39253
ARO:3002823	ErmH	ErmH is a plasmid-mediated methyltransferase found in Streptomyces thermotolerans	39257
ARO:3002824	ErmV	ErmV is a plasmid-mediated methyltransferase found in Streptomyces viridochromogenes	39258
ARO:3002825	ErmY	ErmY is a plasmid-mediated methyltransferase found in Staphylococcus aureus	39259
ARO:3002826	EreA2	EreA2 is an integron-encoded erythromycin esterase that hydrolyses the drug's lactone ring. EreA2 is found in Providencia stuartii	39260
ARO:3002827	tlrC	tlrC is an ABC-F subfamily protein found in Streptomyces fradiae and confers resistance to mycinamicin, tylosin and lincosamides. tlrC is found in the tylosin biosynthetic cluster and is one mechanism by which S. fradiae protects itself from self-destruction when producing this macrolide.	39261
ARO:3002828	srmB	srmB is an ABC-F subfamily protein found in Streptomyces ambofaciens that confers resistance to spiramycin	39262
ARO:3002829	vgaA	vgaA is an ABC-F subfamily protein expressed in staphylococci that confers resistance to streptogramin A antibiotics and related compounds. It is associated with plasmid DNA.	39263
